PEAK_chr	PEAK_start	PEAK_end	GENE_chr	GENE_start	GENE_end	ID
chr5	4942930	4944491	chr5	4944900	4946216	AT5G15230
chr5	4942930	4944491	chr5	4944900	4946216	AT5G15230
chr5	4942930	4944491	chr5	4944900	4945082	AT5G15230
chr5	4942930	4944491	chr5	4944900	4945016	AT5G15230
chr2	1188467	1188975	chr2	1185522	1188545	AT2G03890
chr2	1188467	1188975	chr2	1185522	1188545	AT2G03890
chr2	1188467	1188975	chr2	1185931	1188545	AT2G03890
chr2	1188467	1188975	chr2	1188152	1188545	AT2G03890
chr2	1188467	1188975	chr2	1185525	1188545	AT2G03890
chr2	1188467	1188975	chr2	1186859	1188545	AT2G03890
chr2	1188467	1188975	chr2	1188152	1188545	AT2G03890
chr4	17157315	17157953	chr4	17155556	17157245	AT4G36260
chr4	17157315	17157953	chr4	17155556	17157245	AT4G36260
chr4	17157315	17157953	chr4	17157007	17157245	AT4G36260
chr4	17157315	17157953	chr4	17156442	17157245	AT4G36260
chr3	16265624	16265895	chr3	16266111	16266314	AT3G44718
chr3	16265624	16265895	chr3	16266111	16266314	AT3G44718
chr3	16265624	16265895	chr3	16266111	16266314	AT3G44718
chr3	16265624	16265895	chr3	16266111	16266314	AT3G44718
chr3	16265624	16265895	chr3	16266111	16266314	AT3G44718
chr1	27838245	27838770	chr1	27839184	27841939	AT1G74030
chr1	27838245	27838770	chr1	27839184	27841939	AT1G74030
chr1	27838245	27838770	chr1	27839184	27839464	AT1G74030
chr1	27838245	27838770	chr1	27839184	27839530	AT1G74030
chr1	471268	471718	chr1	471990	473160	AT1G02360
chr1	471268	471718	chr1	471990	473160	AT1G02360
chr1	471268	471718	chr1	471990	472137	AT1G02360
chr1	471268	471718	chr1	471990	472507	AT1G02360
chr1	5151161	5151922	chr1	5149226	5151354	AT1G14920
chr1	5151161	5151922	chr1	5149226	5151354	AT1G14920
chr1	5151161	5151922	chr1	5149226	5151354	AT1G14920
chr1	5151161	5151922	chr1	5151016	5151354	AT1G14920
chr1	22103259	22103804	chr1	22100744	22105125	AT1G60020
chr1	22103259	22103804	chr1	22100744	22105125	AT1G60020
chr1	22103259	22103804	chr1	22100744	22105125	AT1G60020
chr1	19977920	19978358	chr1	19976415	19977955	AT1G53520
chr1	19977920	19978358	chr1	19976415	19977955	AT1G53520
chr1	19977920	19978358	chr1	19977916	19977955	AT1G53520
chr1	19977920	19978358	chr1	19977687	19977955	AT1G53520
chr1	19977920	19978358	chr1	19978146	19980084	AT1G53530
chr1	19977920	19978358	chr1	19978146	19980084	AT1G53530
chr1	19977920	19978358	chr1	19978249	19979778	AT1G53530
chr1	19977920	19978358	chr1	19978146	19978383	AT1G53530
chr1	19977920	19978358	chr1	19978146	19978248	AT1G53530
chr1	19977920	19978358	chr1	19978249	19978383	AT1G53530
chr1	19977920	19978358	chr1	19978146	19980084	AT1G53530
chr1	19977920	19978358	chr1	19978146	19978393	AT1G53530
chr1	19977920	19978358	chr1	19978146	19978393	AT1G53530
chr3	19449845	19450197	chr3	19450649	19451982	AT3G52470
chr3	19449845	19450197	chr3	19450649	19451982	AT3G52470
chr3	19449845	19450197	chr3	19450649	19451612	AT3G52470
chr3	19449845	19450197	chr3	19450649	19450749	AT3G52470
chr2	12431226	12431606	chr2	12431341	12433595	AT2G28950
chr2	12431226	12431606	chr2	12431341	12433595	AT2G28950
chr2	12431226	12431606	chr2	12431341	12431839	AT2G28950
chr2	12431226	12431606	chr2	12431341	12432149	AT2G28950
chr5	24775141	24775744	chr5	24775035	24776390	AT5G61640
chr5	24775141	24775744	chr5	24775035	24776390	AT5G61640
chr5	24775141	24775744	chr5	24775107	24776147	AT5G61640
chr5	24775141	24775744	chr5	24775035	24775463	AT5G61640
chr5	24775141	24775744	chr5	24775107	24775463	AT5G61640
chr5	24101927	24103125	chr5	24102972	24103787	AT5G59820
chr5	24101927	24103125	chr5	24102972	24103787	AT5G59820
chr5	24101927	24103125	chr5	24103073	24103561	AT5G59820
chr5	24101927	24103125	chr5	24102972	24103787	AT5G59820
chr5	24101927	24103125	chr5	24102972	24103072	AT5G59820
chr5	24101927	24103125	chr5	24103073	24103561	AT5G59820
chr5	19304385	19305224	chr5	19302190	19304816	AT5G47620
chr5	19304385	19305224	chr5	19302270	19304737	AT5G47620
chr5	19304385	19305224	chr5	19304559	19304737	AT5G47620
chr5	19304385	19305224	chr5	19304559	19304737	AT5G47620
chr5	19304385	19305224	chr5	19304366	19304453	AT5G47620
chr5	19304385	19305224	chr5	19304366	19304453	AT5G47620
chr5	19304385	19305224	chr5	19302270	19304722	AT5G47620
chr5	19304385	19305224	chr5	19304559	19304722	AT5G47620
chr5	19304385	19305224	chr5	19304559	19304722	AT5G47620
chr5	19304385	19305224	chr5	19304368	19304453	AT5G47620
chr5	19304385	19305224	chr5	19304368	19304453	AT5G47620
chr5	19304385	19305224	chr5	19302270	19304737	AT5G47620
chr5	19304385	19305224	chr5	19304559	19304737	AT5G47620
chr5	19304385	19305224	chr5	19304559	19304737	AT5G47620
chr5	19304385	19305224	chr5	19304366	19304453	AT5G47620
chr5	19304385	19305224	chr5	19304366	19304453	AT5G47620
chr5	19304385	19305224	chr5	19302190	19304816	AT5G47620
chr5	19304385	19305224	chr5	19304559	19304816	AT5G47620
chr5	19304385	19305224	chr5	19304559	19304816	AT5G47620
chr5	19304385	19305224	chr5	19304368	19304453	AT5G47620
chr5	19304385	19305224	chr5	19304368	19304453	AT5G47620
chr5	7697164	7697756	chr5	7696135	7697927	AT5G23000
chr5	7697164	7697756	chr5	7696135	7697927	AT5G23000
chr5	7697164	7697756	chr5	7696234	7697712	AT5G23000
chr5	7697164	7697756	chr5	7696989	7697927	AT5G23000
chr5	7697164	7697756	chr5	7696989	7697712	AT5G23000
chr5	7697164	7697756	chr5	7697713	7697927	AT5G23000
chr3	22381796	22382734	chr3	22382458	22382778	AT3G60560
chr3	22381796	22382734	chr3	22382458	22382778	AT3G60560
chr3	22381796	22382734	chr3	22382458	22382778	AT3G60560
chr3	22381796	22382734	chr3	22382458	22382778	AT3G60560
chr3	22381796	22382734	chr3	22382458	22382778	AT3G60560
chr4	10002954	10003420	chr4	10003261	10007626	AT4G18020
chr4	10002954	10003420	chr4	10003291	10007443	AT4G18020
chr4	10002954	10003420	chr4	10003291	10003737	AT4G18020
chr4	10002954	10003420	chr4	10003291	10003914	AT4G18020
chr4	10002954	10003420	chr4	10003291	10007491	AT4G18020
chr4	10002954	10003420	chr4	10003291	10003737	AT4G18020
chr4	10002954	10003420	chr4	10003291	10003914	AT4G18020
chr4	10002954	10003420	chr4	10003352	10007491	AT4G18020
chr4	10002954	10003420	chr4	10003352	10003737	AT4G18020
chr4	10002954	10003420	chr4	10003352	10003914	AT4G18020
chr4	10002954	10003420	chr4	10003261	10007626	AT4G18020
chr4	10002954	10003420	chr4	10003261	10003737	AT4G18020
chr4	10002954	10003420	chr4	10003261	10003914	AT4G18020
chr2	18347386	18347728	chr2	18346439	18349966	AT2G44460
chr2	18347386	18347728	chr2	18346439	18349966	AT2G44460
chr2	18347386	18347728	chr2	18346500	18349826	AT2G44460
chr2	18347386	18347728	chr2	18347479	18347554	AT2G44460
chr2	18347386	18347728	chr2	18347479	18347554	AT2G44460
chr2	18347386	18347728	chr2	18347656	18347733	AT2G44460
chr2	18347386	18347728	chr2	18347656	18347733	AT2G44460
chr5	20956986	20957457	chr5	20956567	20959113	AT5G51590
chr5	20956986	20957457	chr5	20956567	20959113	AT5G51590
chr5	20956986	20957457	chr5	20956863	20958929	AT5G51590
chr5	20956986	20957457	chr5	20957367	20957528	AT5G51590
chr5	20956986	20957457	chr5	20957367	20957528	AT5G51590
chr5	20956986	20957457	chr5	20956863	20957261	AT5G51590
chr5	20956986	20957457	chr5	20956567	20957261	AT5G51590
chr2	14381493	14382001	chr2	14377734	14382494	AT2G34040
chr2	14381493	14382001	chr2	14377734	14382494	AT2G34040
chr2	14381493	14382001	chr2	14377957	14382246	AT2G34040
chr2	14381493	14382001	chr2	14381856	14382017	AT2G34040
chr2	14381493	14382001	chr2	14381856	14382017	AT2G34040
chr2	14381493	14382001	chr2	14381662	14381761	AT2G34040
chr2	14381493	14382001	chr2	14381662	14381761	AT2G34040
chr2	14381493	14382001	chr2	14381512	14381577	AT2G34040
chr2	14381493	14382001	chr2	14381512	14381577	AT2G34040
chr2	14381493	14382001	chr2	14378546	14382469	AT2G34040
chr2	14381493	14382001	chr2	14378571	14382246	AT2G34040
chr2	14381493	14382001	chr2	14381856	14382017	AT2G34040
chr2	14381493	14382001	chr2	14381856	14382017	AT2G34040
chr2	14381493	14382001	chr2	14381662	14381761	AT2G34040
chr2	14381493	14382001	chr2	14381662	14381761	AT2G34040
chr2	14381493	14382001	chr2	14381512	14381577	AT2G34040
chr2	14381493	14382001	chr2	14381512	14381577	AT2G34040
chr2	14600539	14600946	chr2	14602470	14612565	AT2G34660
chr2	14600539	14600946	chr2	14602470	14612565	AT2G34660
chr2	14600539	14600946	chr2	14602470	14602710	AT2G34660
chr2	14600539	14600946	chr2	14602470	14602710	AT2G34660
chr1	20691738	20692061	chr1	20691775	20693952	AT1G55420
chr1	20691738	20692061	chr1	20691775	20693952	AT1G55420
chr1	20691738	20692061	chr1	20691775	20693952	AT1G55420
chr1	20691738	20692061	chr1	20691775	20693952	AT1G55420
chr1	20691738	20692061	chr1	20691775	20693952	AT1G55420
chr4	14137963	14138484	chr4	14138359	14138534	AT4G28630
chr4	14137963	14138484	chr4	14138359	14139011	AT4G28630
chr4	14137963	14138484	chr4	14138359	14140958	AT4G28630
chr4	14137963	14138484	chr4	14138359	14140958	AT4G28630
chr3	19287373	19289109	chr3	19285572	19287552	AT3G51980
chr3	19287373	19289109	chr3	19285572	19287552	AT3G51980
chr3	19287373	19289109	chr3	19285811	19287502	AT3G51980
chr3	19287373	19289109	chr3	19287503	19287552	AT3G51980
chr3	19287373	19289109	chr3	19287283	19287502	AT3G51980
chr3	19287373	19289109	chr3	19287283	19287552	AT3G51980
chr3	19287373	19289109	chr3	19287878	19289330	AT3G51990
chr3	19287373	19289109	chr3	19287878	19289330	AT3G51990
chr3	19287373	19289109	chr3	19287989	19289077	AT3G51990
chr3	19287373	19289109	chr3	19287878	19289330	AT3G51990
chr3	19287373	19289109	chr3	19287878	19287988	AT3G51990
chr3	19287373	19289109	chr3	19287989	19289077	AT3G51990
chr3	19287373	19289109	chr3	19289078	19289330	AT3G51990
chr3	10878206	10878907	chr3	10870038	10877506	AT3G28860
chr3	10878206	10878907	chr3	10870038	10877506	AT3G28860
chr3	10878206	10878907	chr3	10877287	10877506	AT3G28860
chr3	10878206	10878907	chr3	10877032	10877506	AT3G28860
chr4	13830762	13831350	chr4	13831038	13833814	AT4G27720
chr4	13830762	13831350	chr4	13831038	13833814	AT4G27720
chr4	13830762	13831350	chr4	13831203	13833521	AT4G27720
chr4	13830762	13831350	chr4	13831038	13831353	AT4G27720
chr4	13830762	13831350	chr4	13831038	13831202	AT4G27720
chr4	13830762	13831350	chr4	13831203	13831353	AT4G27720
chr5	7823262	7823698	chr5	7825882	7826611	AT5G23230
chr5	7823262	7823698	chr5	7825882	7826611	AT5G23230
chr5	7823262	7823698	chr5	7825882	7826004	AT5G23230
chr5	7823262	7823698	chr5	7825882	7826611	AT5G23230
chr5	24923232	24923866	chr5	24922810	24923709	AT5G62040
chr5	24923232	24923866	chr5	24922810	24923709	AT5G62040
chr5	24923232	24923866	chr5	24922810	24923709	AT5G62040
chr5	24923232	24923866	chr5	24923263	24923303	AT5G62040
chr5	24923232	24923866	chr5	24923263	24923303	AT5G62040
chr5	24923232	24923866	chr5	24923480	24923709	AT5G62040
chr5	24923232	24923866	chr5	24923480	24923709	AT5G62040
chr5	24923232	24923866	chr5	24923774	24927314	AT5G62050
chr5	24923232	24923866	chr5	24923774	24927314	AT5G62050
chr5	24923232	24923866	chr5	24923774	24924061	AT5G62050
chr5	24923232	24923866	chr5	24923774	24924327	AT5G62050
chr1	25866572	25867369	chr1	25865660	25868985	AT1G68820
chr1	25866572	25867369	chr1	25865660	25868985	AT1G68820
chr1	25866572	25867369	chr1	25865852	25868800	AT1G68820
chr1	25866572	25867369	chr1	25866632	25866701	AT1G68820
chr1	25866572	25867369	chr1	25866632	25866701	AT1G68820
chr1	25866572	25867369	chr1	25866795	25866864	AT1G68820
chr1	25866572	25867369	chr1	25866795	25866864	AT1G68820
chr1	25866572	25867369	chr1	25866962	25867031	AT1G68820
chr1	25866572	25867369	chr1	25866962	25867031	AT1G68820
chr1	25866572	25867369	chr1	25867322	25867367	AT1G68820
chr1	25866572	25867369	chr1	25867322	25867367	AT1G68820
chr4	9994107	9994823	chr4	9991064	9994211	AT4G18010
chr4	9994107	9994823	chr4	9994100	9994211	AT4G18010
chr4	9994107	9994823	chr4	9994070	9994211	AT4G18010
chr4	9994107	9994823	chr4	9991012	9994420	AT4G18010
chr4	9994107	9994823	chr4	9991012	9994420	AT4G18010
chr4	9994107	9994823	chr4	9994100	9994420	AT4G18010
chr4	9994107	9994823	chr4	9994070	9994420	AT4G18010
chr3	3696197	3696816	chr3	3694988	3696478	AT3G11690
chr3	3696197	3696816	chr3	3694988	3696478	AT3G11690
chr3	3696197	3696816	chr3	3695484	3696242	AT3G11690
chr3	3696197	3696816	chr3	3694988	3696478	AT3G11690
chr3	3696197	3696816	chr3	3695484	3696242	AT3G11690
chr3	3696197	3696816	chr3	3696243	3696478	AT3G11690
chr1	25955152	25955541	chr1	25957819	25960307	AT1G69040
chr1	25955152	25955541	chr1	25957819	25960307	AT1G69040
chr1	25955152	25955541	chr1	25957819	25957846	AT1G69040
chr1	25955152	25955541	chr1	25957819	25957842	AT1G69040
chr1	29970068	29970469	chr1	29966711	29971600	AT1G79640
chr1	29970068	29970469	chr1	29966913	29971599	AT1G79640
chr1	29970068	29970469	chr1	29966913	29971387	AT1G79640
chr1	29970068	29970469	chr1	29970288	29970412	AT1G79640
chr1	29970068	29970469	chr1	29970288	29970412	AT1G79640
chr1	29970068	29970469	chr1	29970113	29970157	AT1G79640
chr1	29970068	29970469	chr1	29970113	29970157	AT1G79640
chr1	29970068	29970469	chr1	29966711	29971600	AT1G79640
chr1	29970068	29970469	chr1	29966821	29971090	AT1G79640
chr1	29970068	29970469	chr1	29970288	29970412	AT1G79640
chr1	29970068	29970469	chr1	29970288	29970412	AT1G79640
chr1	29970068	29970469	chr1	29970113	29970157	AT1G79640
chr1	29970068	29970469	chr1	29970113	29970157	AT1G79640
chr1	20063462	20063943	chr1	20061701	20065713	AT1G53730
chr1	20063462	20063943	chr1	20061701	20065713	AT1G53730
chr1	20063462	20063943	chr1	20061771	20065475	AT1G53730
chr1	20063462	20063943	chr1	20063517	20063833	AT1G53730
chr1	20063462	20063943	chr1	20063517	20063833	AT1G53730
chr1	20063462	20063943	chr1	20063925	20064211	AT1G53730
chr1	20063462	20063943	chr1	20063925	20064211	AT1G53730
chr1	20063462	20063943	chr1	20061701	20065713	AT1G53730
chr1	20063462	20063943	chr1	20061771	20065475	AT1G53730
chr1	20063462	20063943	chr1	20063517	20063833	AT1G53730
chr1	20063462	20063943	chr1	20063517	20063833	AT1G53730
chr1	20063462	20063943	chr1	20063925	20064211	AT1G53730
chr1	20063462	20063943	chr1	20063925	20064211	AT1G53730
chr3	7796853	7797621	chr3	7795606	7796327	AT3G22121
chr3	7796853	7797621	chr3	7795606	7796327	AT3G22121
chr3	7796853	7797621	chr3	7796098	7796327	AT3G22121
chr4	188555	188886	chr4	185450	187627	AT4G00430
chr4	188555	188886	chr4	185450	187627	AT4G00430
chr4	188555	188886	chr4	187532	187627	AT4G00430
chr4	188555	188886	chr4	187201	187627	AT4G00430
chr4	188555	188886	chr4	185853	187627	AT4G00430
chr4	188555	188886	chr4	187532	187627	AT4G00430
chr4	188555	188886	chr4	187201	187627	AT4G00430
chr1	6687226	6688544	chr1	6688522	6690414	AT1G19350
chr1	6687226	6688544	chr1	6688535	6690411	AT1G19350
chr1	6687226	6688544	chr1	6688535	6688738	AT1G19350
chr1	6687226	6688544	chr1	6688535	6688679	AT1G19350
chr1	6687226	6688544	chr1	6688522	6690411	AT1G19350
chr1	6687226	6688544	chr1	6688522	6688644	AT1G19350
chr1	6687226	6688544	chr1	6688522	6688644	AT1G19350
chr1	6687226	6688544	chr1	6688538	6690411	AT1G19350
chr1	6687226	6688544	chr1	6688538	6688738	AT1G19350
chr1	6687226	6688544	chr1	6688538	6688738	AT1G19350
chr1	14002096	14002572	chr1	14003866	14005502	AT1G36940
chr1	14002096	14002572	chr1	14003866	14005502	AT1G36940
chr1	14002096	14002572	chr1	14003866	14004700	AT1G36940
chr1	14002096	14002572	chr1	14003866	14004157	AT1G36940
chr1	1740586	1741411	chr1	1741204	1742619	AT1G05800
chr1	1740586	1741411	chr1	1741204	1742619	AT1G05800
chr1	1740586	1741411	chr1	1741204	1742619	AT1G05800
chr1	1740586	1741411	chr1	1741204	1742619	AT1G05800
chr1	1740586	1741411	chr1	1741204	1742619	AT1G05800
chr1	27224389	27224889	chr1	27225897	27227545	AT1G72310
chr1	27224389	27224889	chr1	27225897	27227545	AT1G72310
chr1	27224389	27224889	chr1	27225897	27227545	AT1G72310
chr1	27224389	27224889	chr1	27225897	27226404	AT1G72310
chr5	25750094	25750830	chr5	25748840	25750389	AT5G64400
chr5	25750094	25750830	chr5	25748840	25750389	AT5G64400
chr5	25750094	25750830	chr5	25748922	25750182	AT5G64400
chr5	25750094	25750830	chr5	25750084	25750389	AT5G64400
chr5	25750094	25750830	chr5	25750084	25750182	AT5G64400
chr5	25750094	25750830	chr5	25750183	25750389	AT5G64400
chr5	25750094	25750830	chr5	25748840	25750356	AT5G64400
chr5	25750094	25750830	chr5	25749625	25750356	AT5G64400
chr5	25750094	25750830	chr5	25749948	25750356	AT5G64400
chr5	25750094	25750830	chr5	25750441	25750602	AT5G64401
chr5	25750094	25750830	chr5	25750441	25750602	AT5G64401
chr5	25750094	25750830	chr5	25750441	25750602	AT5G64401
chr5	25750094	25750830	chr5	25750441	25750602	AT5G64401
chr5	25750094	25750830	chr5	25750441	25750602	AT5G64401
chr3	9597024	9598054	chr3	9596077	9597833	AT3G26220
chr3	9597024	9598054	chr3	9596077	9597833	AT3G26220
chr3	9597024	9598054	chr3	9596208	9597828	AT3G26220
chr3	9597024	9598054	chr3	9597829	9597833	AT3G26220
chr3	9597024	9598054	chr3	9596932	9597828	AT3G26220
chr3	9597024	9598054	chr3	9596932	9597833	AT3G26220
chr3	9597024	9598054	chr3	9598005	9599959	AT3G26230
chr3	9597024	9598054	chr3	9598005	9599959	AT3G26230
chr3	9597024	9598054	chr3	9598005	9598199	AT3G26230
chr3	9597024	9598054	chr3	9598005	9598808	AT3G26230
chr2	6715554	6716138	chr2	6712936	6714586	AT2G15400
chr2	6715554	6716138	chr2	6712936	6714586	AT2G15400
chr2	6715554	6716138	chr2	6714114	6714586	AT2G15400
chr2	6715554	6716138	chr2	6714387	6714586	AT2G15400
chr5	18852559	18853129	chr5	18850776	18853843	AT5G46490
chr5	18852559	18853129	chr5	18850776	18852862	AT5G46490
chr5	18852559	18853129	chr5	18852636	18852862	AT5G46490
chr5	18852559	18853129	chr5	18852636	18852862	AT5G46490
chr5	18852559	18853129	chr5	18850776	18853843	AT5G46490
chr5	18852559	18853129	chr5	18850848	18853843	AT5G46490
chr5	18852559	18853129	chr5	18852636	18852814	AT5G46490
chr5	18852559	18853129	chr5	18852636	18852814	AT5G46490
chr5	18852559	18853129	chr5	18852909	18853218	AT5G46490
chr5	18852559	18853129	chr5	18852909	18853218	AT5G46490
chr4	1579670	1580251	chr4	1573348	1579696	AT4G03550
chr4	1579670	1580251	chr4	1573348	1579696	AT4G03550
chr4	1579670	1580251	chr4	1579443	1579696	AT4G03550
chr4	1579670	1580251	chr4	1579443	1579696	AT4G03550
chr4	1579670	1580251	chr4	1580056	1585966	AT4G03560
chr4	1579670	1580251	chr4	1580056	1585966	AT4G03560
chr4	1579670	1580251	chr4	1580056	1580372	AT4G03560
chr4	1579670	1580251	chr4	1580056	1580252	AT4G03560
chr1	24811907	24812628	chr1	24811149	24812650	AT1G66500
chr1	24811907	24812628	chr1	24811149	24812650	AT1G66500
chr1	24811907	24812628	chr1	24811262	24812512	AT1G66500
chr1	24811907	24812628	chr1	24812513	24812650	AT1G66500
chr1	24811907	24812628	chr1	24811262	24812512	AT1G66500
chr1	24811907	24812628	chr1	24811149	24812650	AT1G66500
chr1	3527698	3528618	chr1	3527709	3527831	AT1G10652
chr1	3527698	3528618	chr1	3527709	3527831	AT1G10652
chr1	3527698	3528618	chr1	3527709	3527831	AT1G10652
chr1	3527698	3528618	chr1	3527709	3527831	AT1G10652
chr1	3527698	3528618	chr1	3527709	3527831	AT1G10652
chr5	26315339	26315769	chr5	26315238	26315463	AT5G65770
chr5	26315339	26315769	chr5	26315238	26315463	AT5G65770
chr5	26315339	26315769	chr5	26315545	26315611	AT5G65770
chr5	26315339	26315769	chr5	26315545	26315610	AT5G65770
chr5	26315339	26315769	chr5	26315611	26315611	AT5G65770
chr5	26315339	26315769	chr5	26315701	26315997	AT5G65770
chr5	26315339	26315769	chr5	26315701	26315997	AT5G65770
chr5	26315339	26315769	chr5	26315238	26315544	AT5G65770
chr5	26315339	26315769	chr5	26315238	26315544	AT5G65770
chr5	26315339	26315769	chr5	26315238	26315463	AT5G65770
chr5	26315339	26315769	chr5	26315238	26315463	AT5G65770
chr5	26315339	26315769	chr5	26315545	26315611	AT5G65770
chr5	26315339	26315769	chr5	26315545	26315610	AT5G65770
chr5	26315339	26315769	chr5	26315611	26315611	AT5G65770
chr5	26315339	26315769	chr5	26315701	26315745	AT5G65770
chr5	26315339	26315769	chr5	26315701	26315745	AT5G65770
chr5	26315339	26315769	chr5	26315390	26318812	AT5G65780
chr5	26315339	26315769	chr5	26315390	26315463	AT5G65780
chr5	26315339	26315769	chr5	26315390	26315463	AT5G65780
chr5	26315339	26315769	chr5	26315545	26315611	AT5G65780
chr5	26315339	26315769	chr5	26315545	26315611	AT5G65780
chr5	26315339	26315769	chr5	26315701	26316546	AT5G65780
chr5	26315339	26315769	chr5	26315701	26316417	AT5G65780
chr5	26315339	26315769	chr5	26315238	26315463	AT5G65780
chr5	26315339	26315769	chr5	26315238	26315463	AT5G65780
chr5	26315339	26315769	chr5	26315545	26315611	AT5G65780
chr5	26315339	26315769	chr5	26315545	26315610	AT5G65780
chr5	26315339	26315769	chr5	26315611	26315611	AT5G65780
chr5	26315339	26315769	chr5	26315701	26315745	AT5G65780
chr5	26315339	26315769	chr5	26315701	26315745	AT5G65780
chr5	26315339	26315769	chr5	26311311	26316025	AT5G65770
chr5	26315339	26315769	chr5	26311587	26315997	AT5G65770
chr5	26315339	26315769	chr5	26311587	26315610	AT5G65770
chr5	26315339	26315769	chr5	26311587	26315544	AT5G65770
chr5	26315339	26315769	chr5	26311587	26315544	AT5G65770
chr5	26315339	26315769	chr5	26311311	26316025	AT5G65770
chr5	26315339	26315769	chr5	26311587	26315610	AT5G65770
chr5	26315339	26315769	chr5	26311311	26318812	AT5G65780
chr5	26315339	26315769	chr5	26311311	26316025	AT5G65780
